 Time, Date, temp, Hum,Df_NH3, volt_NH3,MQ_136, Vmq136, mq136_Ratio,MQ_135,Vmq135, mq135_Ratio,MQ_2,Vmq2, mq2_Ratio,MQ_4,Vmq4, mq4_Ratio,MQ_8, Vmq8, mq8_Ratio,,,,,,
4:34:27 AM,22-07-23,25.6,25,0.58,0.54,0.49,1.79,3.39,4.44,0.74,3.55,4.16,0.68,9.18,15.38,1.81,4.49,51.4,1.54,72.25,,,,,,
4:34:28 AM,22-07-23,25.6,25,0.58,0.54,0.37,1.68,3.68,4.03,0.83,3.7,3.75,0.68,9.63,15.56,1.8,4.48,51.57,1.56,71.92,,,,,,
4:34:28 AM,22-07-23,25.6,24,0.58,0.54,0.4,1.75,3.58,5.22,0.85,3.33,4.46,0.69,8.9,15.84,1.8,4.45,50.76,1.53,73.59,,,,,,
4:34:29 AM,22-07-23,25.6,24,0.58,0.54,0.4,1.73,3.58,5.22,0.84,3.33,3.68,0.7,9.71,15.29,1.8,4.5,52.06,1.53,70.94,,,,,,
4:34:29 AM,22-07-23,25.6,24,0.58,0.54,0.42,1.73,3.54,4.76,0.86,3.46,3.58,0.7,9.83,15.29,1.8,4.5,51.65,1.54,71.75,,,,,,
4:34:30 AM,22-07-23,25.6,24,0.58,0.54,0.42,1.74,3.55,4.56,0.83,3.52,3.45,0.73,9.99,15.94,1.72,4.44,51.4,1.56,72.25,,,,,,
4:34:30 AM,22-07-23,25.7,24,0.58,0.54,0.4,1.74,3.59,5.86,0.79,3.18,3.3,0.7,10.2,15.2,1.8,4.51,52.55,1.55,69.98,,,,,,
4:34:31 AM,22-07-23,25.7,24,0.58,0.54,0.39,1.75,3.62,4.52,0.83,3.53,3.68,0.7,9.71,16.12,1.82,4.42,52.63,1.44,69.82,,,,,,
4:34:31 AM,22-07-23,25.7,24,0.58,0.54,0.39,1.74,3.62,4.41,0.78,3.57,3.15,0.71,10.42,15.47,1.78,4.49,51.73,1.52,71.59,,,,,,
4:34:32 AM,22-07-23,25.7,24,0.58,0.54,0.38,1.73,3.65,4.37,0.86,3.58,3.3,0.71,10.2,15.47,1.82,4.49,51.73,1.54,71.59,,,,,,
4:34:32 AM,22-07-23,25.7,24,0.58,0.54,0.42,1.85,3.55,4.37,0.84,3.58,3.71,0.86,9.67,15.47,1.8,4.49,51.4,1.53,72.25,,,,,,
4:34:33 AM,22-07-23,25.7,24,0.58,0.54,0.41,1.74,3.57,4.84,0.83,3.43,3.71,0.73,9.67,16.03,1.81,4.43,51.97,1.55,71.1,,,,,,
4:34:33 AM,22-07-23,25.7,24,0.58,0.54,0.4,1.71,3.59,4.25,0.85,3.62,3.65,0.69,9.75,16.6,1.8,4.37,50.11,1.54,74.97,,,,,,
4:34:34 AM,22-07-23,25.7,24,0.58,0.54,0.4,1.73,3.59,4.48,0.84,3.54,3.92,0.71,9.44,13.99,1.8,4.65,51.49,1.54,72.08,,,,,,
4:34:35 AM,22-07-23,25.7,24,0.58,0.54,0.4,1.73,3.58,3.96,0.82,3.72,3.65,0.68,9.75,15.56,1.79,4.48,52.47,1.54,70.14,,,,,,
4:34:35 AM,22-07-23,25.7,24,0.58,0.54,0.36,1.74,3.71,4.68,0.84,3.48,3.18,0.73,10.37,15.11,1.75,4.52,51.97,1.56,71.1,,,,,,
4:34:36 AM,22-07-23,25.7,24,0.58,0.54,0.39,1.74,3.61,4.18,0.83,3.64,3.52,0.69,9.91,16.22,1.85,4.41,51.81,1.54,71.43,,,,,,
4:34:36 AM,22-07-23,25.7,24,0.58,0.54,0.38,1.77,3.65,4.64,0.83,3.49,3.45,0.72,9.99,16.7,1.78,4.36,52.47,1.52,70.14,,,,,,
4:34:37 AM,22-07-23,25.7,24,0.58,0.54,0.4,1.69,3.59,4.07,0.78,3.68,3.58,0.64,9.83,15.11,1.8,4.52,51.73,1.54,71.59,,,,,,
4:34:37 AM,22-07-23,25.7,24,0.58,0.54,0.42,1.67,3.55,3.82,0.83,3.78,3.61,0.65,9.79,15.84,1.81,4.45,51.49,1.54,72.08,,,,,,
4:34:38 AM,22-07-23,25.7,24,0.58,0.54,0.44,1.73,3.5,4.33,0.83,3.59,3.27,0.7,10.24,15.84,1.81,4.45,51.97,1.54,71.1,,,,,,
4:34:38 AM,22-07-23,25.7,24,0.58,0.54,0.4,1.73,3.59,3.69,0.83,3.83,3.61,0.7,9.79,15.47,1.81,4.49,51.73,1.54,71.59,,,,,,
4:34:39 AM,22-07-23,25.7,24,0.58,0.54,0.41,1.74,3.57,3.59,0.93,3.88,3.68,0.7,9.71,15.66,1.74,4.47,52.06,1.64,70.94,,,,,,
4:34:39 AM,22-07-23,25.7,24,0.58,0.54,0.37,1.74,3.66,3.93,0.84,3.74,4.92,0.7,8.51,16.22,1.81,4.41,51.32,1.55,72.42,,,,,,
4:34:40 AM,22-07-23,25.7,24,0.58,0.54,0.44,1.73,3.5,4.37,0.85,3.58,3.61,0.71,9.79,15.75,1.8,4.46,51,1.55,73.08,,,,,,
4:34:40 AM,22-07-23,25.7,24,0.58,0.54,0.41,1.72,3.56,4.72,0.84,3.47,3.18,0.67,10.37,14.41,1.8,4.6,51.4,1.54,72.25,,,,,,
4:34:41 AM,22-07-23,25.6,24,0.58,0.54,0.41,1.74,3.56,3.69,0.84,3.83,3.55,0.7,9.87,16.41,1.8,4.39,51.89,1.54,71.26,,,,,,
4:34:41 AM,22-07-23,25.6,24,0.58,0.54,0.37,1.73,3.67,4.44,0.8,3.55,3.49,0.66,9.95,16.22,1.72,4.41,51.81,1.53,71.43,,,,,,
4:34:42 AM,22-07-23,25.6,24,0.58,0.54,0.39,1.72,3.61,4.37,0.8,3.58,3.92,0.65,9.44,15.94,1.81,4.44,51.65,1.53,71.75,,,,,,
4:34:42 AM,22-07-23,25.6,24,0.58,0.54,0.48,1.73,3.41,4.41,0.84,3.57,3.55,0.7,9.87,16.51,1.81,4.38,51.97,1.54,71.1,,,,,,
4:34:43 AM,22-07-23,25.6,24,0.58,0.54,0.42,1.74,3.54,3.79,0.93,3.79,3.65,0.84,9.75,15.56,1.8,4.48,51.32,1.54,72.42,,,,,,
4:34:44 AM,22-07-23,25.6,24,0.58,0.54,0.42,1.72,3.54,4.11,0.85,3.67,3.45,0.69,9.99,16.03,1.84,4.43,50.92,1.51,73.25,,,,,,
4:34:44 AM,22-07-23,25.6,24,0.58,0.54,0.4,1.74,3.58,4.68,0.83,3.48,3.15,0.73,10.42,15.11,1.84,4.52,50.76,1.56,73.59,,,,,,
4:34:45 AM,22-07-23,25.6,24,0.58,0.55,0.41,1.73,3.56,5.18,0.87,3.34,3.33,0.69,10.16,15.94,1.8,4.44,51.97,1.55,71.1,,,,,,
4:34:45 AM,22-07-23,25.6,24,0.58,0.54,0.37,1.74,3.66,6.91,0.83,2.97,3.65,0.69,9.75,16.12,1.8,4.42,51.32,1.54,72.42,,,,,,
4:34:46 AM,22-07-23,25.6,24,0.58,0.54,0.41,1.75,3.56,4.72,0.87,3.47,3.24,0.7,10.28,16.03,1.78,4.43,51.73,1.54,71.59,,,,,,
4:34:46 AM,22-07-23,25.6,24,0.58,0.54,0.4,1.73,3.59,4.68,0.85,3.48,3.45,0.69,9.99,15.56,1.8,4.48,51.49,1.54,72.08,,,,,,
4:34:47 AM,22-07-23,25.6,24,0.58,0.54,0.4,1.73,3.6,4.48,0.85,3.54,3.85,0.69,9.51,16.12,1.8,4.42,51.57,1.54,71.92,,,,,,
4:34:47 AM,22-07-23,25.6,24,0.58,0.54,0.4,1.71,3.58,4.37,0.83,3.58,3.58,0.69,9.83,15.94,1.8,4.44,51.73,1.56,71.59,,,,,,
4:34:48 AM,22-07-23,25.6,24,0.58,0.54,0.44,1.73,3.5,4.41,0.83,3.57,3.58,0.7,9.83,14.84,1.83,4.55,51.24,1.52,72.58,,,,,,
4:34:48 AM,22-07-23,25.6,24,0.58,0.54,0.4,1.73,3.59,4.72,0.83,3.47,3.78,0.69,9.59,16.31,1.74,4.4,51.4,1.54,72.25,,,,,,
4:34:49 AM,22-07-23,25.6,24,0.58,0.54,0.4,1.73,3.59,4.48,0.82,3.54,3.58,0.68,9.83,16.41,1.73,4.39,51.57,1.54,71.92,,,,,,
4:34:49 AM,22-07-23,25.7,24,0.58,0.54,0.4,1.75,3.59,4.22,0.81,3.63,3.3,0.7,10.2,16.03,1.81,4.43,51.97,1.54,71.1,,,,,,
4:34:50 AM,22-07-23,25.7,24,0.58,0.54,0.41,1.73,3.57,5.09,0.84,3.36,3.58,0.69,9.83,15.94,1.83,4.44,51.65,1.56,71.75,,,,,,
4:34:50 AM,22-07-23,25.7,24,0.58,0.54,0.42,1.74,3.54,4.52,0.83,3.53,3.65,0.71,9.75,15.94,1.82,4.44,49.79,1.55,75.67,,,,,,
4:34:51 AM,22-07-23,25.7,24,0.58,0.54,0.42,1.75,3.53,5.44,0.83,3.27,4.13,0.64,9.22,15.47,1.8,4.49,51.73,1.53,71.59,,,,,,
4:34:51 AM,22-07-23,25.7,24,0.58,0.54,0.47,1.77,3.43,3.86,0.85,3.76,3.55,0.85,9.87,16.03,1.84,4.43,51.65,1.54,71.75,,,,,,
4:34:52 AM,22-07-23,25.7,24,0.58,0.54,0.4,1.73,3.59,4.41,0.82,3.57,3.68,0.69,9.71,15.75,1.81,4.46,51.49,1.54,72.08,,,,,,
4:34:52 AM,22-07-23,25.7,24,0.58,0.54,0.39,1.73,3.61,4.14,0.76,3.66,3.85,0.68,9.51,13.57,1.8,4.7,51.57,1.54,71.92,,,,,,
4:34:53 AM,22-07-23,25.7,24,0.58,0.54,0.38,1.7,3.63,4.22,0.8,3.63,3.24,0.66,10.28,15.94,1.83,4.44,51,1.54,73.08,,,,,,
4:34:54 AM,22-07-23,25.7,24,0.58,0.54,0.34,1.73,3.77,4.22,0.81,3.63,3.12,0.63,10.46,15.38,1.8,4.49,51.81,1.54,71.43,,,,,,
4:34:54 AM,22-07-23,25.7,24,0.58,0.54,0.39,1.74,3.62,4.8,0.74,3.44,3.45,0.69,9.99,16.7,1.77,4.36,51.81,1.48,71.43,,,,,,
4:34:55 AM,22-07-23,25.7,24,0.58,0.54,0.37,1.74,3.67,4.29,0.83,3.6,3.18,0.65,10.37,18.77,1.82,4.18,51.57,1.56,71.92,,,,,,
4:34:55 AM,22-07-23,25.7,24,0.58,0.54,0.41,1.73,3.56,4.25,0.8,3.62,3.55,0.7,9.87,15.84,1.8,4.45,51.97,1.56,71.1,,,,,,
4:34:56 AM,22-07-23,25.7,24,0.58,0.54,0.42,1.75,3.55,5.9,0.83,3.17,3.45,0.69,9.99,15.56,1.81,4.48,52.47,1.54,70.14,,,,,,
4:34:56 AM,22-07-23,25.7,24,0.58,0.54,0.38,1.72,3.63,5.09,0.84,3.36,3.88,0.68,9.48,14.76,1.8,4.56,51.4,1.56,72.25,,,,,,
4:34:57 AM,22-07-23,25.7,24,0.58,0.54,0.41,1.75,3.56,4,0.83,3.71,4.2,0.69,9.15,15.2,1.8,4.51,50.68,1.53,73.76,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
